conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text
1986638236350095626,Fri Nov 07 03:34:33 +0000 2025,6,Iphone 13 basic the most worth to buy iphone murah di 2025 dari segi spek masih cocok dipake sampe 2 tahun kedepan dan harganya sekarang start di 7jutaan aja loh! New : https://t.co/PtpX8EN8Uw Beacukai : https://t.co/ChIkibNkGf https://t.co/pTpdzCRYgk,1986638375710040486,https://pbs.twimg.com/media/G5H1BJjacAAULgw.jpg,nrcistic,in,,0,1,2,https://x.com/undefined/status/1986638375710040486,1676020129191325697,,iphone basic the most worth to buy iphone murah di dari segi spek masih cocok dipake sampe tahun kedepan dan harganya sekarang start di jutaan aja loh new beacukai
1986336547227025774,Thu Nov 06 07:35:11 +0000 2025,11, Akhirnya nambah lagi list hp batre 7.000 mAh range harganya saingan sama iQOO Z10R kali ini pake layar IPS buat yang takut garis ijo. Biar gak dibilang sales spek + minus ada di pic Launching di 🇮🇩 besok. Kalo ada voucher harusnya bisa &lt;Rp3jt sih https://t.co/GYInAWlp7q,1986336547227025774,https://pbs.twimg.com/media/G5DikAcWsAA4sIO.jpg,,in,,1,9,2,https://x.com/undefined/status/1986336547227025774,1331650559518990336,,akhirnya nambah lagi list hp batre mah range harganya saingan sama iqoo z r kali ini pake layar ips buat yang takut garis ijo biar gak dibilang sales spek minus ada di pic launching di besok kalo ada voucher harusnya bisa lt rp jt sih
1986070779457589252,Wed Nov 05 13:59:08 +0000 2025,4, indo gegara bisa bela koruptor pertamina sampe cuma dipenjara dua tahun (itupun termasuk mencoreng rekor dia harusnya ga masuk penjara) - Taiga as kang daging di pasar yang sekalinya tutup bakal buka hp dan main slot - Buka syopi isinya review produk dari acc Leo,1986070783261876407,,kohakusunda,in,,0,0,0,https://x.com/undefined/status/1986070783261876407,1477451874307477505,,indo gegara bisa bela koruptor pertamina sampe cuma dipenjara dua tahun itupun termasuk mencoreng rekor dia harusnya ga masuk penjara taiga as kang daging di pasar yang sekalinya tutup bakal buka hp dan main slot buka syopi isinya review produk dari acc leo
1986064929171157099,Wed Nov 05 13:35:53 +0000 2025,0,Jujur fitur Active Noise Cancellation (ANC) gak harus pake tws mahal! Setelah gue mencoba Samsung Galaxy Buds Core! TWS termurah dari Samsung yang sudah support ANC . Gue review tipis2 setelah 2 minggu pemakaian. https://t.co/KxBqV9CDFT,1986064929171157099,https://pbs.twimg.com/media/G4_rhvYbcAAD72Y.jpg,,in,,0,6,0,https://x.com/undefined/status/1986064929171157099,112390030,,jujur fitur active noise cancellation anc gak harus pake tws mahal setelah gue mencoba samsung galaxy buds core tws termurah dari samsung yang sudah support anc gue review tipis setelah minggu pemakaian
1985941182824828952,Wed Nov 05 13:21:26 +0000 2025,4,@tanyakanrl Jangan di bully guys gw cuman penasaran emng sebegitu worth it ya iPhone? Pdhl android harga segitu dapet prosesor naga elite dan hp baru fitur jga lebh melimpah ditambah AI jga lebih lengkap. Apakah cuma karna kamera dan ekosistem? Kalau OS keknya gak klh apalagi spek internal,1986061295154786609,,tanyakanrl,in,,2,11,0,https://x.com/undefined/status/1986061295154786609,1532230629085290496,,jangan di bully guys gw cuman penasaran emng sebegitu worth it ya iphone pdhl android harga segitu dapet prosesor naga elite dan hp baru fitur jga lebh melimpah ditambah ai jga lebih lengkap apakah cuma karna kamera dan ekosistem kalau os keknya gak klh apalagi spek internal
1986046367664595019,Wed Nov 05 12:22:07 +0000 2025,31,Review kamera iphone SE oleh Gyumin https://t.co/OgGtqWv2uz #XODIAC #소디엑 https://t.co/22WDvA3rZ2,1986046367664595019,https://pbs.twimg.com/media/G4_apXcbYAAXm0F.jpg,,in,,0,0,6,https://x.com/undefined/status/1986046367664595019,876113806522425350,,review kamera iphone se oleh gyumin xodiac
1986041807239582070,Wed Nov 05 12:04:00 +0000 2025,2,Samsung Galaxy S26 series akan diluncurkan awal tahun 2026. Kabarnya trio ponsel ini siap bawa upgrade besar dari segi kamera dan baterai. https://t.co/Ir2P8KDHIO,1986041807239582070,,,in,,0,2,0,https://x.com/undefined/status/1986041807239582070,69183155,,samsung galaxy s series akan diluncurkan awal tahun kabarnya trio ponsel ini siap bawa upgrade besar dari segi kamera dan baterai
1986021970710786210,Wed Nov 05 11:09:59 +0000 2025,6,@tanyarlfes Gua juga gitu beli barang selalu yang disuka makanya gua tuh beli iPhone karna ga liat spek beli karna suka Gua percaya aja apa yang dikasih sama tim Apple ,1986028215371268530,,tanyarlfes,in,,0,3,0,https://x.com/undefined/status/1986028215371268530,424125482,,gua juga gitu beli barang selalu yang disuka makanya gua tuh beli iphone karna ga liat spek beli karna suka gua percaya aja apa yang dikasih sama tim apple
1986015319207641405,Wed Nov 05 10:18:45 +0000 2025,9,Kilala nyo ba si Ma am Jeruz? Yung sa review review ng iphone ba yun,1986015319207641405,,,tl,,0,0,0,https://x.com/undefined/status/1986015319207641405,1729335918501457920,,kilala nyo ba si ma am jeruz yung sa review review ng iphone ba yun
1985926281381490845,Wed Nov 05 06:57:31 +0000 2025,3,@vivo_indonesia 1. Hp Batrei Besar 2. Mental kuat dan tangguh 3. Spesifikasi No 1 #PejuangTangguh,1985964679869722874,,vivo_indonesia,in,,0,0,0,https://x.com/undefined/status/1985964679869722874,1659753821252489216,,hp batrei besar mental kuat dan tangguh spesifikasi no pejuangtangguh
